,Pulse,Op.Cam,Time,Exp.Cam,Disruption,Comments,Measured speed,Comments_personal,Initial_pos,Zone,Unnamed: 11
1069,94432,KLDT-O5WB,52.8,KLDT-E5WD,0,A lot of UFOs like Christmas lightening,,,,,
1070,94432,KLDT-O5WB,52.8,KLDT-E5WE,0,A lot of UFOs like Christmas lightening,,,,,
1071,94422,KLDT-O5WB,48.913,KLDT-E5WD,52.095,Small UFOs in top left of frame,,,,,
1072,94422,KLDT-O5WB,48.913,KLDT-E5WE,52.095,Small UFOs in top left of frame,,,,,
1073,94392,KLDT-O5WB,51.845,KLDT-E5WD,0,Again UFOs near UDPT. They reappear regularly until 56.408 Titanium?,,,,,
1074,94392,KLDT-O5WB,49.923,KLDT-E5WD,0,UFO in the outer wall closs to REION4,,,,,
1075,94386,KLDT-O5WB,54.758,KLDT-E5WD,0,UFO near UDP lasting 1 frame 418. Titanium?,,,,,
1076,94386,KLDT-O5WB,54.238,KLDT-E5WD,0,UFO near UDP lasting 1 frame 405. Titanium?,,,,,
1077,94386,KLDT-O5WB,53.917,KLDT-E5WD,0,UFO near UDP lasting two frames 397-398. Titanium?,,,,,
1078,94381,KLDT-O5WB,50.331,KLDT-E5WD,0,"More Ti events, around ~8-10. Frame: 308",,,,,
1079,94380,KLDT-O5WB,50.859,KLDT-E5WD,0,"Identified as Ti, UDPT, Frame: 321 and continues with more events",,,,,
1080,94379,KLDT-O5WB,50.0157,KLDT-E5WD,0,"Identified as Ti, UPDT, Frame: 301, there are many more events (around ~10). There is a big one at frame: 341",,,,,
1081,94378,KLDT-O5WB,53.527,KLDT-E5WD,0,"Identified as Ti, UDPT, Frame: 387",,,,,
1082,94378,KLDT-O5WB,52.486,KLDT-E5WD,0,"Identified as Ti, UDPT, Frame: 361",,,,,
1083,94378,KLDT-O5WB,50.885,KLDT-E5WD,0,"Identified as Ti, UDPT, Frame: 321",,,,,
1084,94377,KLDT-O5WB,53.418,KLDT-E5WD,0,"Frame: 385, near the ILA?",,,,,
1085,94377,KLDT-O5WB,54.139,KLDT-E5WD,0,"Identified as Ti, UPDT, Frame: 403",,,,,
1086,94376,KLDT-O5WB,51.157,KLDT-E5WD,0,"Identified as Ti, UPDT, approximately seven events starting from Frame: 328,",,,,,
1087,94375,KLDT-O5WB,53.291,KLDT-E5WD,57.544,"Identified as Ti, UDPT, Frame: 381 and subsequently again at Frame: 406 and then at frame: 462",,,,,
1088,94374,KLDT-O5WB,50.255,KLDT-E5WD,0,Titanium falling from the top Frame: 306-308,,,,,
1089,94368,KLDT-O5WB,54.113,KLDT-E5WD,0,Frame: 402,,,,,
1090,94366,KLDT-O5WB,40.259,KLDT-E5WD,0,Not sure if UFOs coming from Reionisation tile,,,,,
1091,94365,KLDT-O5WB,51.4,KLDT-E5WD,0,Ni,,,,,
1092,94328,KLDT-O5WB,40.849,KLDT-E5WD,40.344,Cloud of UFOs from inner poloidal limiter,,,,,
1093,94292,KLDT-O5WB,40.452,KLDT-E5WD,57.559,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s",,,,,
1094,94292,KLDT-O5WB,40.452,KLDT-E5WE,57.559,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s",,,,,
1095,94212,KLDT-O5WB,47.25,KLDT-E5WD,0,"Frame: 231, Time: 47.250s",,,,,
1096,94212,KLDT-O5WB,47.25,KLDT-E5WE,0,"Frame: 231, Time: 47.250s",,,,,
1097,94211,KLDT-O5WB,46.255,KLDT-E5WD,50.696,"Frame: 221, Time: 46.855s",,,,,
1098,94209,KLDT-O5WB,49.149,KLDT-E5WD,0,frame: 329 Time: 51.186s  Titanium influx confirmed by spectroscopy,0,Not visible in exp cameras,"(539, 186)",UPDT,
1099,94208,KLDT-O5WB,49.149,KLDT-E5WD,52.347,"Frames: 277-281 Time: 49.149, UFOs at the UDPT, possibly Ti?",,,,,
1100,94206,KLDT-O5WB,50.96614,KLDT-E5WD,0,"Frame: 323, material falling from the top",,,,,
1101,94182,KLDT-O5WB,48.825,KLDT-E5WD,0,Ti influx,,,,,
1102,94181,KLDT-O5WB,49.902,KLDT-E5WD,0,Ti influx,,,,,
1103,94174,KLDT-O5WB,61.14,KLDT-E5WD,0,Ti influx,,,,,
1104,94161,KLDT-O5WB,48.41,KLDT-E5WD,51.545,Ti to the side of the upper dump plate. Could be KL10,,,,,
1105,94161,KLDT-O5WB,48.41,KLDT-E5WE,51.545,Ti to the side of the upper dump plate. Could be KL10,,,,,
1106,94135,KLDT-O5WB,49.621,KLDT-E5WD,56.145,UFO at top of machine,,,,,
1107,94135,KLDT-O5WB,49.621,KLDT-E5WE,56.145,UFO at top of machine,,,,,
1108,94129,KLDT-O5WB,52.865,KLDT-E5WD,0,UFO at top.,,,,,
1109,94129,KLDT-O5WB,48.702,KLDT-E5WD,0,Big UFO appears to fall from the top over several frames. Also small UFOs on outboard and inboard),,,,,
1110,94093,KLDT-O5WB,48.979,KLDT-E5WD,0,,,,,,
1111,94093,KLDT-O5WB,48.979,KLDT-E5WE,0,,,,,,
1112,94089,KLDT-O5WB,51.38,KLDT-E5WD,0,"Big UFO visible at 51.34; 51.38; 51.42 (also UFOs at 47.97; 49.01, 49.05; 49.73; 49.77; 50.37;  50.93s)",,,,,
1113,94089,KLDT-O5WB,51.38,KLDT-E5WE,0,"Big UFO visible at 51.34, 51.38,51.42 (also UFOs at 47.97, 49.01, 49.05, 49.73, 49.77, 50.37, 50.93s)",,,,,
1114,94087,KLDT-O5WB,48.504,KLDT-E5WD,0,"UFOs mostly at the top near upper dump plates @ 48.50, 51.26, 51.30, 51.98, 52.42, 52.98s",,,,,
1115,94087,KLDT-O5WB,48.504,KLDT-E5WE,0,"UFOs mostly at the top near upper dump plates @ 48.50, 51.26, 51.30,51.98, 52.42, 52.98s",,,,,
1116,94086,KLDT-O5WB,50.71,KLDT-E5WD,0,"Nice UFO (also at 50.87, 51.03, 51.31, 52.23, 52.27s)",,,,,
1117,94086,KLDT-O5WB,50.71,KLDT-E5WE,0,"Nice UFO (also at 50.87, 51.03, 51.31, 52.23, 52.27s)",,,,,
1118,94085,KLDT-O5WB,50.226,KLDT-E5WD,0,UFOs near REION plates in Oct 4 (also in the next frame at 50.266),,,,,
1119,94085,KLDT-O5WB,50.226,KLDT-E5WE,0,UFOs near REION plates in Oct 4 (also in the next frame at 50.266),,,,,
1120,94085,KLDT-O5WB,52.348,KLDT-E5WD,0,"Big UFO at the top (also at 48.50; 48.78; 49.10; 49.38; 49.42, 52.62,55.19, 55.71, 56.51s)",,,,,
1121,94085,KLDT-O5WB,52.348,KLDT-E5WE,0,"Big UFO at the top (also at 48.50; 48.78; 49.10; 49.38; 49.42, 52.62,55.19, 55.71, 56.51s)",,,,,
1122,93913,KLDT-O5WB,56.699,KLDT-E5WD,0,UFO taking off vertically from Tile 5,,,,,
1123,93913,KLDT-O5WB,56.699,KLDT-E5WE,0,UFO taking off vertically from Tile 5,,,,,
1124,93727,KLDT-O5WB,50.928,KLDT-E5WC,0,UFOs close to LH frame (Frames 322-324),,,,,
1125,93727,KLDT-O5WB,50.928,KLDT-E5WD,0,UFOs close to LH frame (Frames 322-324),,,,,
1126,93727,KLDT-O5WB,50.928,KLDT-E5WE,0,UFOs close to LH frame (Frames 322-324),,,,,
1127,93710,KLDT-O5WB,49.711,KLDT-E5WD,0,Small UFO near the outboard midplane.,,,,,
1128,93710,KLDT-O5WB,49.711,KLDT-E5WE,0,Small UFO near the outboard midplane.,,,,,
1129,93532,KLDT-O5WB,50.5,KLDT-E5WD,0,UFO in frames 312 and 313,,,,,
1130,93532,KLDT-O5WB,50.5,KLDT-E5WE,0,UFO in frames 312 and 313,,,,,
1131,93531,KLDT-O5WB,45.727,KLDT-E5WD,0,UFO appears in frame 193.,,,,,
1132,93531,KLDT-O5WB,45.727,KLDT-E5WE,0,UFO appears in frame 193.,,,,,
1133,93530,KLDT-O5WB,42.178,KLDT-E5WD,0,Small white smudge moves around for 3 frames,,,,,
1134,93530,KLDT-O5WB,42.178,KLDT-E5WE,0,Small white smudge moves around for 3 frames,,,,,
1135,93160,KLDT-O5WB,53.419,KLDT-E5WD,53.805,"Big blob of copper from Oct 4 NBI leading to disruption, very clear on KLDT-05WB.",0,Not visible in exp cameras,"(273, 614)",,
1136,92812,KLDT-O5WB,42.212,KLDT-E5WC,0,They last for several frames.,,,,,
1137,104552,KLDT-O5WB,54.0806,KLDT-E5WC,0,White UFO seen on outerwall (one frame) and then at 55.88596s some blueish UFOs (3 frames).,,,,,
1138,104552,KLDT-O5WB,54.0806,KLDT-E5WD,0,White UFO seen on outerwall (one frame) and then at 55.88596s some blueish UFOs (3 frames).,,,,,
1139,104552,KLDT-O5WB,54.0806,KLDT-E5WE,0,White UFO seen on outerwall (one frame) and then at 55.88596s some blueish UFOs (3 frames).,,,,,
1140,104551,KLDT-O5WB,48.69263,KLDT-E5WD,52.777,Some UFOs flying around the vessel during the whole pulse (very likely Be and Ti).,,,,,
1141,104551,KLDT-O5WB,48.69263,KLDT-E5WE,52.777,Some UFOs flying around the vessel during the whole pulse (very likely Be and Ti).,,,,,
1142,104549,KLDT-O5WB,41.1179,KLDT-E5WD,0,Blue UFO seen during the breakdown close to tile 10 also seen by protection camera KLDT- P5WA.,,,,,
1143,104549,KLDT-O5WB,41.1179,KLDT-E5WE,0,Blue UFO seen during the breakdown close to tile 10 also seen by protection camera KLDT- P5WA.,,,,,
1144,104523,KLDT-O5WB,53.61013,KLDT-E5WC,0,"UFO on the outerwall close to the WOPL, seen also by KLDT-E5WD",,,,,
1145,104523,KLDT-O5WB,53.61013,KLDT-E5WD,0,"UFO on the outerwall close to the WOPL, seen also by KLDT-E5WD",,,,,
1146,104523,KLDT-O5WB,53.61013,KLDT-E5WE,0,"UFO on the outerwall close to the WOPL, seen also by KLDT-E5WD",,,,,
1147,104520,KLDT-O5WB,51.78857,KLDT-E5WC,0,UFO seen on outerwall also at 54.27s. During all pulse a few UFOs seen also on UDPT the biggest one at 52.99s.,,,,,
1148,104520,KLDT-O5WB,51.78857,KLDT-E5WD,0,UFO seen on outerwall also at 54.27s. During all pulse a few UFOs seen also on UDPT the biggest one at 52.99s.,,,,,
1149,104520,KLDT-O5WB,51.78857,KLDT-E5WE,0,UFO seen on outerwall also at 54.27s. During all pulse a few UFOs seen also on UDPT the biggest one at 52.99s.,,,,,
1150,104518,KLDT-O5WB,49.1504,KLDT-E5WC,0,"UFO on UDPT (Ti according to JETDSP), also seen by KLDT-E5We camera (few frames) and also one frame by KLDT-E5WD camera.",,,,,
1151,104518,KLDT-O5WB,49.1504,KLDT-E5WD,0,"UFO on UDPT (Ti according to JETDSP), also seen by KLDT-E5We camera (few frames) and also one frame by KLDT-E5WD camera.",,,,,
1152,104518,KLDT-O5WB,49.1504,KLDT-E5WE,0,"UFO on UDPT (Ti according to JETDSP), also seen by KLDT-E5We camera (few frames) and also one frame by KLDT-E5WD camera.",,,,,
1153,104498,KLDT-O5WB,54.44235,KLDT-E5WC,0,Usual flurry of UFOs,,,,,
1154,104498,KLDT-O5WB,54.44235,KLDT-E5WD,0,Usual flurry of UFOs,,,,,
1155,104498,KLDT-O5WB,54.44235,KLDT-E5WE,0,Usual flurry of UFOs,,,,,
1156,104496,KLDT-O5WB,54.57558,KLDT-E5WC,0,UFO seen near outer wall,,,,,
1157,104496,KLDT-O5WB,54.57558,KLDT-E5WD,0,UFO seen near outer wall,,,,,
1158,104496,KLDT-O5WB,54.57558,KLDT-E5WE,0,UFO seen near outer wall,,,,,
1159,104495,KLDT-O5WB,55.37656,KLDT-E5WC,0,The usual light show - a fair few UFOs seen throughout pulse,,,,,
1160,104495,KLDT-O5WB,55.37656,KLDT-E5WD,0,The usual light show - a fair few UFOs seen throughout pulse,,,,,
1161,104495,KLDT-O5WB,55.37656,KLDT-E5WE,0,The usual light show - a fair few UFOs seen throughout pulse,,,,,
1162,104494,KLDT-O5WB,54.63905,KLDT-E5WC,0,UFO seen near outer wall,,,,,
1163,104494,KLDT-O5WB,54.63905,KLDT-E5WD,0,UFO seen near outer wall,,,,,
1164,104494,KLDT-O5WB,54.63905,KLDT-E5WE,0,UFO seen near outer wall,,,,,
1165,104465,KLDT-O5WB,53.65956,KLDT-E5WC,0,UFOs spotted b/w frames 390-411 around UPDP,,,,,
1166,104465,KLDT-O5WB,53.65956,KLDT-E5WD,0,UFOs spotted b/w frames 390-411 around UPDP,,,,,
1167,104465,KLDT-O5WB,53.65956,KLDT-E5WE,0,UFOs spotted b/w frames 390-411 around UPDP,,,,,
1168,104465,KLDT-O5WB,51.53241,KLDT-E5WC,0,There is a big bright blob in frame 337,,,,,
1169,104465,KLDT-O5WB,51.53241,KLDT-E5WD,0,There is a big bright blob in frame 337,,,,,
1170,104465,KLDT-O5WB,51.53241,KLDT-E5WE,0,There is a big bright blob in frame 337,,,,,
1171,104464,KLDT-O5WB,41.78479,KLDT-E5WC,0,UFO spotted in frames 94 & 127,,,,,
1172,104464,KLDT-O5WB,41.78479,KLDT-E5WD,0,UFO spotted in frames 94 & 127,,,,,
1173,104464,KLDT-O5WB,41.78479,KLDT-E5WE,0,UFO spotted in frames 94 & 127,,,,,
1174,104462,KLDT-O5WB,54.1327,KLDT-E5WC,54.159,UFOS coming from outerwall during disruption seen also by KLDT-E5WD camera.,-999,"A cloud is visible on the op camera after it already start disrupting, but nothing traceable on the experimental ones.",,,
1175,104462,KLDT-O5WB,54.1327,KLDT-E5WD,54.159,UFOS coming from outerwall during disruption seen also by KLDT-E5WD camera.,,,,,
1176,104462,KLDT-O5WB,54.1327,KLDT-E5WE,54.159,UFOS coming from outerwall during disruption seen also by KLDT-E5WD camera.,,,,,
1177,104460,KLDT-O5WB,48.52784,KLDT-E5WC,49.873,Yellow UFO on the outboard side over few frames (no information on the spectroscopy about it).,,,,,
1178,104460,KLDT-O5WB,48.52784,KLDT-E5WD,49.873,Yellow UFO on the outboard side over few frames (no information on the spectroscopy about it).,,,,,
1179,104460,KLDT-O5WB,48.52784,KLDT-E5WE,49.873,Yellow UFO on the outboard side over few frames (no information on the spectroscopy about it).,,,,,
1180,104458,KLDT-O5WB,40.37591,KLDT-E5WC,48.748,Small UFO visible during the breakdown but also seen by KLDT- P5WA camera.,,,,,
1181,104458,KLDT-O5WB,40.37591,KLDT-E5WD,48.748,Small UFO visible during the breakdown but also seen by KLDT- P5WA camera.,,,,,
1182,104458,KLDT-O5WB,40.37591,KLDT-E5WE,48.748,Small UFO visible during the breakdown but also seen by KLDT- P5WA camera.,,,,,
1183,104455,KLDT-O5WB,47.74825,KLDT-E5WC,51.592,UFOs appeared on UDPT (Ti).,,,,,
1184,104455,KLDT-O5WB,47.74825,KLDT-E5WD,51.592,UFOs appeared on UDPT (Ti).,,,,,
1185,104455,KLDT-O5WB,47.74825,KLDT-E5WE,51.592,UFOs appeared on UDPT (Ti).,,,,,
1186,104454,KLDT-O5WB,50.63962,KLDT-E5WD,50.908,Huge UFO appeared on UDPT but smaller UFOs begun to appear as early as around 48.75s.(very likely Ti according to JETDSP).,0,"Seems to follow the pattern of Ti UFOs: it simply appears and disrupts. There’s a hint of movement when it starts, but instead of move, it disappears and appears a bit closer to the wall. That’s why I decided to mark it as 0. ","(146, 74)",,
1187,104446,KLDT-O5WB,56.64148,KLDT-E5WC,0,Release of particles from divertor region. Benign event with no significant heat loads,,,,,
1188,104446,KLDT-O5WB,56.64148,KLDT-E5WD,0,Release of particles from divertor region. Benign event with no significant heat loads,,,,,
1189,104446,KLDT-O5WB,56.64148,KLDT-E5WE,0,Release of particles from divertor region. Benign event with no significant heat loads,,,,,
1190,104417,KLDT-O5WB,49.962,KLDT-E5WC,0,Large number of UFOs throughout pulse,,,,,
1191,104417,KLDT-O5WB,49.962,KLDT-E5WD,0,Large number of UFOs throughout pulse,,,,,
1192,104417,KLDT-O5WB,49.962,KLDT-E5WE,0,Large number of UFOs throughout pulse,,,,,
1193,104409,KLDT-O5WB,50.47418,KLDT-E5WC,52.28,Bright spot on outer wall component.,,,,,
1194,104409,KLDT-O5WB,50.47418,KLDT-E5WD,52.28,Bright spot on outer wall component.,,,,,
1195,104409,KLDT-O5WB,50.47418,KLDT-E5WE,52.28,Bright spot on outer wall component.,,,,,
1196,104406,KLDT-O5WB,48.08302,KLDT-E5WC,0,"UFO's around reionisation plate and falling from UDPT for the majority of the pulse, as seen in previous session. Probably Ti.",,,,,
1197,104406,KLDT-O5WB,48.08302,KLDT-E5WD,0,"UFO's around reionisation plate and falling from UDPT for the majority of the pulse, as seen in previous session. Probably Ti.",,,,,
1198,104406,KLDT-O5WB,48.08302,KLDT-E5WE,0,"UFO's around reionisation plate and falling from UDPT for the majority of the pulse, as seen in previous session. Probably Ti.",,,,,
1199,104398,KLDT-O5WB,47.38488,KLDT-E5WD,49.374,Another flurry of Titanium UFOs up until the disruption at 49.39189s.,,,,,
1200,104397,KLDT-O5WB,47.41223,KLDT-E5WD,51.926,Same flurry of Titanium UFOs due to kicks until the disruption at 51.98817s. Look at tile 9 on frame 347.,,,,,
1201,104396,KLDT-O5WB,47.44786,KLDT-E5WD,48.622,Flurry of Titanium UFOs lasting until the disruption at 48.41107s,,,,,
1202,104395,KLDT-O5WB,47.35676,KLDT-E5WD,56.072,Many many Titanium (and a few Berillium )events until the disruption at 56.067s,,,,,
1203,104392,KLDT-O5WB,50.05964,KLDT-E5WD,55.612,Large UFO's being continuously generated by the UDPT. Similar even observed throughout the session.,,,,,
1204,104390,KLDT-O5WB,47.63654,KLDT-E5WD,56.27,UFO's falling from the UDPT's for the rest of the pulse.,,,,,
1205,104389,KLDT-O5WB,51.40242,KLDT-E5WD,51.76,Flakes of Ti around UDPT and UFO's before disruption.,0,"Small UFOs, but the main one, right before the disruption is quite huge. Not visible in exp cameras.","(450, 160)",,
1206,104386,KLDT-O5WB,70.11277,KLDT-E5WD,70.04,"Bright spot, disruption and lots of UFO's.",0,"Huge one, only in exp camera, since the exp one stopped recording.","(412, 477)",,
1207,104383,KLDT-O5WB,45.16352,KLDT-E5WD,45.644,A few small UFO's which may have led to the disruption.,-999,Personally I don’t see anything,,,
1208,104382,KLDT-O5WB,58.30218,KLDT-E5WD,62.635,A couple of UFO's in the diverter for the first pulse of the day.,,,,,
1209,104336,KLDT-O5WB,53.45166,KLDT-E5WC,53.308,Rather funky looking UFO's cloud flying everywhere for two frames after distruption in divertor area.,,,,,
1210,104336,KLDT-O5WB,53.45166,KLDT-E5WD,53.308,Rather funky looking UFO's cloud flying everywhere for two frames after distruption in divertor area.,,,,,
1211,104336,KLDT-O5WB,53.45166,KLDT-E5WE,53.308,Rather funky looking UFO's cloud flying everywhere for two frames after distruption in divertor area.,,,,,
1212,104335,KLDT-O5WB,60.02173,KLDT-E5WC,0,"Lots of UFO's at end of pulse, frame 544 to 549",,,,,
1213,104335,KLDT-O5WB,60.02173,KLDT-E5WD,0,"Lots of UFO's at end of pulse, frame 544 to 549",,,,,
1214,104335,KLDT-O5WB,60.02173,KLDT-E5WE,0,"Lots of UFO's at end of pulse, frame 544 to 549",,,,,
1215,104329,KLDT-O5WB,53.51553,KLDT-E5WD,0,A few single frame UFO's,,,,,
1216,104329,KLDT-O5WB,53.51553,KLDT-E5WE,0,A few single frame UFO's,,,,,
1217,104315,KLDT-O5WB,57.57825,KLDT-E5WC,67.027,Many Ti UFOs for half a second,,,,,
1218,104315,KLDT-O5WB,57.57825,KLDT-E5WD,67.027,Many Ti UFOs for half a second,,,,,
1219,104315,KLDT-O5WB,57.57825,KLDT-E5WE,67.027,Many Ti UFOs for half a second,,,,,
1220,104289,KLDT-O5WB,46.06,KLDT-E5WC,0,Multiple UFOs from upper dump plate 46-48s,,,,,
1221,104289,KLDT-O5WB,46.06,KLDT-E5WD,0,Multiple UFOs from upper dump plate 46-48s,,,,,
1222,104289,KLDT-O5WB,46.06,KLDT-E5WE,0,Multiple UFOs from upper dump plate 46-48s,,,,,
1223,104279,KLDT-O5WB,48.07181,KLDT-E5WC,0,"For over half a second, many UFOs coming from Outer limiters",,,,,
1224,104279,KLDT-O5WB,48.07181,KLDT-E5WD,0,"For over half a second, many UFOs coming from Outer limiters",,,,,
1225,104275,KLDT-O5WB,47.86936,KLDT-E5WC,0,Several UFOs for a second,,,,,
1226,104275,KLDT-O5WB,47.86936,KLDT-E5WD,0,Several UFOs for a second,,,,,
1227,104275,KLDT-O5WB,47.86936,KLDT-E5WE,0,Several UFOs for a second,,,,,
1228,104262,KLDT-O5WB,51.29,KLDT-E5WC,0,"Significant UFOs throughout pulse, specfically around outer wall limiters, interesting looking one at specified time",,,,,
1229,104262,KLDT-O5WB,51.29,KLDT-E5WD,0,"Significant UFOs throughout pulse, specfically around outer wall limiters, interesting looking one at specified time",,,,,
1230,104262,KLDT-O5WB,51.29,KLDT-E5WE,0,"Significant UFOs throughout pulse, specfically around outer wall limiters, interesting looking one at specified time",,,,,
1231,104230,KLDT-O5WB,54.36047,KLDT-E5WC,60.91,Numerous UFOs through out pulse,,,,,
1232,104230,KLDT-O5WB,54.36047,KLDT-E5WD,60.91,Numerous UFOs through out pulse,,,,,
1233,104230,KLDT-O5WB,54.36047,KLDT-E5WE,60.91,Numerous UFOs through out pulse,,,,,
1234,104229,KLDT-O5WB,51.9415,KLDT-E5WC,60.79,Minor UFOs from Inner wall guard limiter beam,,,,,
1235,104229,KLDT-O5WB,51.9415,KLDT-E5WD,60.79,Minor UFOs from Inner wall guard limiter beam,,,,,
1236,104229,KLDT-O5WB,51.9415,KLDT-E5WE,60.79,Minor UFOs from Inner wall guard limiter beam,,,,,
1237,104228,KLDT-O5WB,49.43048,KLDT-E5WC,0,Multiple UFO's throughout pulse,,,,,
1238,104228,KLDT-O5WB,49.43048,KLDT-E5WD,0,Multiple UFO's throughout pulse,,,,,
1239,104228,KLDT-O5WB,49.43048,KLDT-E5WE,0,Multiple UFO's throughout pulse,,,,,
1240,104223,KLDT-O5WB,50.67029,KLDT-E5WC,0,UFO on frame 315and near diverter on frames 382 & 384,,,,,
1241,104223,KLDT-O5WB,50.67029,KLDT-E5WD,0,UFO on frame 315and near diverter on frames 382 & 384,,,,,
1242,104223,KLDT-O5WB,50.67029,KLDT-E5WE,0,UFO on frame 315and near diverter on frames 382 & 384,,,,,
1243,104217,KLDT-O5WB,49.77208,KLDT-E5WC,0,Quite a spectacular showing of UFOs throughout pulse as usual,,,,,
1244,104217,KLDT-O5WB,49.77208,KLDT-E5WD,0,Quite a spectacular showing of UFOs throughout pulse as usual,,,,,
1245,104217,KLDT-O5WB,49.77208,KLDT-E5WE,0,Quite a spectacular showing of UFOs throughout pulse as usual,,,,,
1246,104216,KLDT-O5WB,48.53615,KLDT-E5WC,0,"Quite a spectacular show of UFOs seen throughout pulse, especially in divertor region.",,,,,
1247,104216,KLDT-O5WB,48.53615,KLDT-E5WD,0,"Quite a spectacular show of UFOs seen throughout pulse, especially in divertor region.",,,,,
1248,104216,KLDT-O5WB,48.53615,KLDT-E5WE,0,"Quite a spectacular show of UFOs seen throughout pulse, especially in divertor region.",,,,,
1249,104213,KLDT-O5WB,56.35641,KLDT-E5WC,0,Another cleaning pulse so a lot of UFOs seen as expected,,,,,
1250,104213,KLDT-O5WB,56.35641,KLDT-E5WD,0,Another cleaning pulse so a lot of UFOs seen as expected,,,,,
1251,104213,KLDT-O5WB,56.35641,KLDT-E5WE,0,Another cleaning pulse so a lot of UFOs seen as expected,,,,,
1252,104211,KLDT-O5WB,53.54128,KLDT-E5WC,0,Some more UFOs seen throughout pulse - appear to mostly be seen near upper dump plate.,,,,,
1253,104211,KLDT-O5WB,53.54128,KLDT-E5WD,0,Some more UFOs seen throughout pulse - appear to mostly be seen near upper dump plate.,,,,,
1254,104211,KLDT-O5WB,53.54128,KLDT-E5WE,0,Some more UFOs seen throughout pulse - appear to mostly be seen near upper dump plate.,,,,,
1255,104210,KLDT-O5WB,40.71585,KLDT-E5WC,0,"A lot of UFOs seen throughout pulse, which makes sense since it was a cleaning pulse",,,,,
1256,104210,KLDT-O5WB,40.71585,KLDT-E5WD,0,"A lot of UFOs seen throughout pulse, which makes sense since it was a cleaning pulse",,,,,
1257,104210,KLDT-O5WB,40.71585,KLDT-E5WE,0,"A lot of UFOs seen throughout pulse, which makes sense since it was a cleaning pulse",,,,,
1258,104206,KLDT-O5WB,47.89729,KLDT-E5WC,0,"Quite a few UFOs during disruption, possibly coming from the reionization plate",,,,,
1259,104206,KLDT-O5WB,47.89729,KLDT-E5WD,0,"Quite a few UFOs during disruption, possibly coming from the reionization plate",,,,,
1260,104206,KLDT-O5WB,47.89729,KLDT-E5WE,0,"Quite a few UFOs during disruption, possibly coming from the reionization plate",,,,,
1261,104204,KLDT-O5WB,48.20646,KLDT-E5WC,0,Bright Titanium UFO seen falling into plasma - confirmed via spectroscopy,,,,,
1262,104204,KLDT-O5WB,48.20646,KLDT-E5WD,0,Bright Titanium UFO seen falling into plasma - confirmed via spectroscopy,,,,,
1263,104204,KLDT-O5WB,48.20646,KLDT-E5WE,0,Bright Titanium UFO seen falling into plasma - confirmed via spectroscopy,,,,,
1264,104201,KLDT-O5WB,42.4445,KLDT-E5WC,62.637,"Bright UFO near upper dump plate, which then explodes",,,,,
1265,104201,KLDT-O5WB,42.4445,KLDT-E5WD,62.637,"Bright UFO near upper dump plate, which then explodes",,,,,
1266,104201,KLDT-O5WB,42.4445,KLDT-E5WE,62.637,"Bright UFO near upper dump plate, which then explodes",,,,,
1267,104199,KLDT-O5WB,50.62439,KLDT-E5WC,58.583,Frame: #314 at the outer wall,,,,,
1268,104199,KLDT-O5WB,50.62439,KLDT-E5WD,58.583,Frame: #314 at the outer wall,,,,,
1269,104199,KLDT-O5WB,50.62439,KLDT-E5WE,58.583,Frame: #314 at the outer wall,,,,,
1270,104199,KLDT-O5WB,50.42392,KLDT-E5WC,58.583,Frame: #309 at the UDPT,,,,,
1271,104199,KLDT-O5WB,50.42392,KLDT-E5WD,58.583,Frame: #309 at the UDPT,,,,,
1272,104199,KLDT-O5WB,50.42392,KLDT-E5WE,58.583,Frame: #309 at the UDPT,,,,,
1273,104199,KLDT-O5WB,50.34362,KLDT-E5WC,58.583,Frame: #307,,,,,
1274,104199,KLDT-O5WB,50.34362,KLDT-E5WD,58.583,Frame: #307,,,,,
1275,104199,KLDT-O5WB,50.34362,KLDT-E5WE,58.583,Frame: #307,,,,,
1276,104195,KLDT-O5WB,50.01548,KLDT-E5WC,57.695,UFOS events on the lower field side extending from frames: #298 to #303 but the unusual one takes place at frame number #299,,,,,
1277,104195,KLDT-O5WB,50.01548,KLDT-E5WD,57.695,UFOS events on the lower field side extending from frames: #298 to #303 but the unusual one takes place at frame number #299,,,,,
1278,104195,KLDT-O5WB,50.01548,KLDT-E5WE,57.695,UFOS events on the lower field side extending from frames: #298 to #303 but the unusual one takes place at frame number #299,,,,,
1279,104177,KLDT-O5WB,50.92715,KLDT-E5WC,54.352,UFOs spotted b/w 50.6s- 51.0s,,,,,
1280,104177,KLDT-O5WB,50.92715,KLDT-E5WD,54.352,UFOs spotted b/w 50.6s- 51.0s,,,,,
1281,104177,KLDT-O5WB,50.92715,KLDT-E5WE,54.352,UFOs spotted b/w 50.6s- 51.0s,,,,,
1282,104176,KLDT-O5WB,51.1745,KLDT-E5WC,54.231,several UFOs spotted between 51.1-53.3s,,,,,
1283,104176,KLDT-O5WB,51.1745,KLDT-E5WD,54.231,several UFOs spotted between 51.1-53.3s,,,,,
1284,104176,KLDT-O5WB,51.1745,KLDT-E5WE,54.231,several UFOs spotted between 51.1-53.3s,,,,,
1285,104174,KLDT-O5WB,50.68639,KLDT-E5WC,0,Several UFOs around upper dump plate from 50s-55s,,,,,
